Date,sales
2019-01-01,1.00
2019-01-01,1.00
2019-01-01,1.00
2019-01-01,1.00
2019-01-01,1.00
2019-01-02,1.00
2019-01-02,1.00
2019-01-02,1.00
2019-01-02,1.00
2019-01-02,1.00
2019-01-02,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,4.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,3.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,2.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-02-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,3.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,3.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,3.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,3.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,2.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-03-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,3.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,4.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,2.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-04-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,2.00
2019-05-01,2.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,2.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
2019-05-01,1.00
